educational_category,sentiment_subjectivity_mean,flesch_reading_ease_mean,grammatical_analysis_mean,academic_mean,vocational_mean,userConsiderations_mean,bridging_mean,international_mean,otherTypesOfSchool_mean,sentiment_subjectivity_std,flesch_reading_ease_std,grammatical_analysis_std,academic_std,vocational_std,userConsiderations_std,bridging_std,international_std,otherTypesOfSchool_std
Low (<50%),0.37910555874749247,49.50872244641737,917.3571428571429,21.435714285714287,10.821428571428571,19.657142857142855,1.657142857142857,0.19285714285714287,0.37857142857142856,0.01470165931365575,2.3012632227818677,36.15412919987228,1.561626475402249,1.269983126997025,2.1470787339888315,0.8604170269802082,0.22759380878868785,0.34141008561676467
Medium (50-90%),0.3769865544083152,47.65802049995488,924.384,22.33866666666667,10.528,19.776,1.1546666666666665,0.38666666666666666,0.4346666666666667,0.015828317682055174,2.227105006071745,43.837917192583205,2.5044767125297054,1.5332847622546057,1.990778742100689,0.6814716454876194,0.5717052097426146,0.4329325936339636
High (>90%),0.3716150029556247,46.27716421492467,913.0533333333334,22.144444444444446,10.02,19.593333333333334,1.02,0.6644444444444444,0.42888888888888893,0.01618843534789265,2.9113144037990444,35.93822164883645,1.8945285566428074,1.467260690056225,1.662663356847153,0.63106829346057,0.805502301395259,0.418194203702045
