Group_1,Group_2,Group_3,Group_4,Group_5,Group_6
1.0,0.17260285463353564,0.2421227529019245,0.9696159629041342,0.931283631647246,0.5786000910860443
0.17260285463353564,1.0,0.931283631647246,0.002889026925764256,0.002889026925764256,0.19451344751533484
0.2421227529019245,0.931283631647246,1.0,0.05342091259008284,0.05342091259008284,0.4017764430166607
0.9696159629041342,0.002889026925764256,0.05342091259008284,1.0,0.931283631647246,0.2552457973625456
0.931283631647246,0.002889026925764256,0.05342091259008284,0.931283631647246,1.0,0.2421227529019245
0.5786000910860443,0.19451344751533484,0.4017764430166607,0.2552457973625456,0.2421227529019245,1.0
